sent1,sent2,score,CUI-Cosine,CUI-Text-Cosine,POS-Cosine,NVA-Cosine,Sentence-Cosine,CUI-Jaccard,CUI-Text-Jaccard,POS-Jaccard,NVA-Jaccard,Sentence-Jaccard,Pubmed-Cosine,Wiki-Cosine,Google-Cosine,NVA-Pubmed-Cosine,NVA-Wiki-Cosine,NVA-Google-Cosine,WMD-Pubmed,WMD-Google,NVA-WMD-Pubmed,NVA-WMD-Google,bioBERT,clinicalBERT,dischargeBERT,maskedBERT
""" Identified Illness as a learning need, Identified Follow-up care as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.""",""" Patients primary language is English, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.""",3,0.2245936044023157,0.14380553917134567,0.9390920559444366,0.5107599074561069,0.5107599074561069,0.2,0.125,0.625,0.43478260869565216,0.43478260869565216,0.95413274,0.9949101851149132,0.8541429,0.95525277,0.9931562723372993,0.8523654,1.468778118869271,1.89021114526768,1.468778118869271,1.89021114526768,0.9396336368684411,0.9380701162196619,0.9491816743806822,0.9192748850851633
""" Discussed the risks, benefits, alternatives, and the necessity of other members of the healthcare team, both male and female, participating in the procedure.""",""" Informed consent for unsedated bone marrow:  Discussed risks, goals, and alternatives to bone marrow aspiration and biopsy, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient.""",3.25,0.2306793368847785,0.2069243386448248,0.8741499319277638,0.3330188420585128,0.3330188420585128,0.16666666666666666,0.25,1.0,0.391304347826087,0.391304347826087,0.93418545,0.9955251592327468,0.7725239,0.88246125,0.9943665937839834,0.7253487,1.8815580087344483,2.1004125617093226,1.8815580087344483,2.1004125617093226,0.9076584103259858,0.9389152300084422,0.945620638669221,0.8710291241370455
bupropion [WELLBUTRIN XL] 300 mg tablet sustained release 24 hour 1 tablet by mouth one time daily.,Flintstones Complete chewable tablet 1 tablet by mouth two times a day.,2,0.1041343050829637,0.16770796120087833,0.6679773064899099,0.17947716120362922,0.16120734266241718,0.25,0.38461538461538464,0.75,0.14285714285714285,0.15,0.90565926,0.9824428364870179,0.81109,0.8789714,0.9864631098059062,0.78463924,1.8820431685988273,2.195867018587431,1.9126344337925438,2.41490010906407,0.9197909961424522,0.9380745016795405,0.9365591436150378,0.8585078618798405
The remainder of a complete comprehensive multi-system review of systems is negative except as above., The remainder of the complete comprehensive multisystem review of systems is negative except as above.,5,0.0,0.0,1.0,0.7736589640360128,0.7736589640360128,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.97946876,0.999289770144224,0.9598248,0.95282274,0.9995659764670727,0.93972933,0.7833275648976464,0.7611513696231681,0.7833275648976464,0.7611513696231681,0.9793293423070837,0.9787316559916914,0.9725948990586183,0.9243644897017169
""" No: new confusion or inability to stay alert and awake; feeling like you are going to pass out EVERY time you stand (or sit) up; blue or dusky lips, skin or nail beds; purple or red rash/blotches that stay when pressed by a glass (purpural rash); newly stiff or painful neck or puffiness around the eyes""",""" No: newly stiff or painful neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash); currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow or currently struggling to breathe, even while inactive or resting""",3.25,0.5652606278314173,0.5902831097109881,0.9439314695935282,0.588898023169075,0.5801594258857201,0.25,0.38461538461538464,0.875,0.4594594594594595,0.45,0.97906494,0.9971978679499252,0.92381823,0.9626468,0.996706476044523,0.879905,1.2625767426682428,1.5735080794738563,1.2908297738995111,1.6269528732805565,0.969273730346934,0.9702468814631338,0.982381684497452,0.9663695649830061
""" Respiratory assessment findings include respiratory effort easy, Respirations regular, Conversing normally, no signs of distress, no associated cough noted, fever.""",""" Respiratory assessment findings include respiratory effort easy, Respirations regular, Conversing normally, no signs of distress, Breath sounds clear, to bilateral lower lobes, Neck and chest exam findings include trachea midline, no associated cough noted, fever.""",3,0.7684560046519312,0.770751665619964,0.9758371470057142,0.7664087082215946,0.7739089013678837,0.4117647058823529,0.30434782608695654,0.8571428571428571,0.5769230769230769,0.5925925925925926,0.9660093,0.9977488730636291,0.8969389,0.95469654,0.9973345210806004,0.88460636,1.143259102719467,1.4632273505072835,1.1899488684772153,1.5142578295338034,0.9696653198156776,0.9748338511193496,0.9811220938971075,0.9698198704215736
Advised to call radiation oncology with questions and/or concerns.,Please page Phone Number with any questions or concerns.,1.5,0.0,0.0,0.726480748699369,0.2149356980755267,0.2149356980755267,0.6363636363636364,0.7692307692307693,0.5,0.2222222222222222,0.2,0.8672609,0.9785875398738713,0.67869735,0.8027536,0.9710351243538263,0.62134784,2.468118195300014,2.582686937756294,2.2734023987421845,2.5831250014959215,0.8762217427566606,0.8691878968093139,0.9185112367335557,0.8199375712178346
""" Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your Three- to Five-Year-Old [].""",""" Educational literature, developmentally age appropriate, provided at today's visit, including Caring for Your Five- to Seven-Year-Old [].""",4.05,1.0,1.0,1.0000000000000002,1.0000000000000002,0.9357148395834183,0.0,0.0,1.0,1.0,0.8666666666666667,0.9992122,0.9996382242374331,0.998804,0.99999994,0.9999999999999992,1.0,0.08720312264186607,0.06035440239872544,0.0,0.0,0.9999999999999998,0.9999999999999992,1.0,1.0000000000000004
The patient has had a chance to have their questions about this procedure answered and wishes to proceed., The patient was instructed to contact me with regard to any questions pertaining to the injection and to inform me of the results in a period of approximately two weeks.,2.75,0.0,0.10242609812550352,0.7461420195921733,0.07747127723564458,0.07385366428489905,1.0,1.0,0.6666666666666666,0.125,0.1111111111111111,0.9148794,0.9892115408075302,0.7922307,0.8326588,0.9836045772290924,0.7123189,2.3222734775810405,2.8954576146397493,2.273262201297219,2.823203508725621,0.9048095201825824,0.8800942136487682,0.8430570196958846,0.8862303524433647
Discussed the necessity of other members of the healthcare team participating in the procedure.,""" INFORMED CONSENT:  I discuss the risks, benefits, alternatives,  and the necessity of other members of the healthcare team participating in the procedure.""",4,1.0,1.0000000000000002,0.7703498990405172,0.5625097082313728,0.5625097082313728,0.0,0.25,0.6666666666666666,0.46153846153846156,0.46153846153846156,0.9754511,0.9979417445161067,0.8889268,0.95610607,0.99753597765851,0.865528,1.3294354834825226,1.6174892397605198,1.3294354834825226,1.6174892397605198,0.9479988102588676,0.9445771232263349,0.9365476169315874,0.9188585051475182
"""I have reviewed the history, physical examination, impression, report, and plan with the team in detail and agree with the documentation outlined in their notes from today.""","""After reviewing the patient's history, I interviewed the patient with the treatment team, collected additional data, and discussed treatment recommendations.""",1.5,0.37761953033056656,0.42644842854185994,0.7419937450741453,0.06590212220431374,0.06590212220431374,1.0,1.0,0.5714285714285714,0.08695652173913043,0.08695652173913043,0.950058,0.9942032637080445,0.7552732,0.9176751,0.9931268631449393,0.6487771,2.093123600743347,2.6905326663489064,2.093123600743347,2.6905326663489064,0.9332714231747137,0.907698655920167,0.9169406292971318,0.8734551284792139
""" Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions, Patient verbalized an understanding of discharge teaching.""",""" Identified Illness as a learning need, Patients primary language is English, Other identified Barriers to Learning included, age, Involved Family Member or Primary Caregiver to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Verbal Instructions, Patient verbalized an understanding of discharge teaching.""",3.4,0.8235078429723498,0.7514647606345699,0.9265950493159506,0.7564168768352445,0.7564168768352445,0.25,0.25,0.75,0.5769230769230769,0.5769230769230769,0.98439044,0.9983385806837007,0.9386052,0.9796108,0.9980775581793111,0.938029,0.9929293553496562,1.2760870875985444,0.9929293553496562,1.2760870875985444,0.9656141034082982,0.9625976992948991,0.9703015345808179,0.9509452674023694
""" Identified Illness as a learning need, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Printed Patient Instructions, Patient verbalized an understanding of discharge teaching.""",""" Identified Illness as a learning need, Patients primary language is English, No Barriers to learning were identified, No interventions were used to address Barriers to Learning, Teaching methods used included Verbal Instructions.""",3.4,0.6857013975533048,0.6426288706105885,0.9071643500710442,0.8220635921517212,0.8220635921517212,0.75,0.6666666666666666,0.875,0.5238095238095238,0.5238095238095238,0.98595715,0.9993102835306961,0.95028675,0.9815215,0.9991803629846624,0.94472027,0.862976608163425,1.050237671194262,0.862976608163425,1.050237671194262,0.9717392206702616,0.968959391060095,0.9801805990968976,0.9623072867710945
""" Community Support Resources Utilized By The Patient/Family:  Women, Infants, and Children Program (WIC) and Public Health.""",""" Community support resources utilized by the patient/family:  Women, Infants, and Children Program (WIC), Minnesota Family Investment Program (MFIP), Social worker is involved.""",3.5,1.0,1.0000000000000002,0.8571751317120653,0.7089091503198488,0.7089091503198488,0.5,0.5,0.6666666666666666,0.5789473684210527,0.5789473684210527,0.983323,0.9971392131390613,0.929847,0.9785953,0.9967589114536353,0.9247251,0.9559332830175047,1.0918550220166174,0.9559332830175047,1.0918550220166174,0.9782386831969807,0.9715909735650492,0.9821887339939656,0.9542570667402163
""" Patient discharged to home, ambulating without assistance, driving self, unaccompanied, Above person(s) verbalized understanding of discharge instructions and follow-up care.""",""" Patient discharged to home, ambulating without assistance, accompanied by parent, Discharge instructions given to mother, Discharge instructions given to father.""",3.25,0.0,0.0,0.8857507945438314,0.4145181930169114,0.4143943968224023,1.0,1.0,0.6666666666666666,0.35,0.35,0.9596537,0.9956620732954484,0.8440666,0.95362633,0.9963081691053928,0.830201,1.438175942266231,1.8285818095126773,1.438175942266231,1.8285818095126773,0.9491166442651814,0.9533172995387102,0.952076197217791,0.9152727619445218
Tylenol tablet 2 tablets by mouth as needed.,furosemide [LASIX] 40 mg tablet 1 tablet by mouth two times a day.,1,0.2192379549395293,0.3947257866192072,0.8437151206287896,0.2126689392281584,0.19591376378362507,0.0,0.0,0.75,0.2222222222222222,0.15384615384615385,0.8950292,0.9782901050628855,0.82938206,0.88318104,0.9727918127377126,0.8311658,1.944723227893138,1.9964666436027607,1.8589391975787632,2.0893171017507917,0.9344177863438843,0.922067895141993,0.9292438461509601,0.8609097134637487
No: new confusion or inability to stay alert and awake or purple or red rash/blotches that stay when pressed by a glass (purpural rash),""" No: new confusion or inability to stay alert and awake; currently feeling like you are going to collapse every time you stand (sit); complete inability to swallow; newly painful neck with difficulty bending the neck; purple or red rash/blotches that stay when pressed by a glass (purpural rash) or pain, pressure or tightness in the chest, jaw or arm""",2.5,0.5781733545271501,0.4866183332204694,0.8497867313789836,0.6507198166525038,0.6280326042336257,0.4,0.625,0.75,0.41935483870967744,0.3939393939393939,0.95100456,0.9948992356118955,0.86887753,0.91381603,0.9944662097201689,0.8228682,1.7716609308915163,2.036375146717739,1.720241641520183,1.9640114552460564,0.946748856137906,0.9560907864814294,0.9693875097907513,0.9447206042907871
lisinopril-HCTZ 10-12.5 mg tablet 1 tablet by mouth one time daily.,prednisone 5 mg tablet 2 tablets by mouth one time daily.,1,0.23639708216259764,0.42287447332473926,0.9339989881438359,0.37953722008056884,0.3746543799687784,0.4117647058823529,0.391304347826087,1.0,0.42857142857142855,0.42857142857142855,0.9574639,0.986235926096944,0.95400155,0.93776804,0.9892845788923785,0.93757993,1.0165633301209918,0.7521542663530462,1.3488319998456275,1.1892994320976258,0.9407975466590943,0.9411087283802473,0.9558238095434917,0.954515433623182
The patient's caregiver was ready to learn without barriers and understanding of the plan provided., The patient will verbalize understanding of splint wear and care following one treatment session.,1.25,0.0,0.0,0.6725026094098784,0.07481358414238531,0.07544532855034242,0.4,0.625,0.2857142857142857,0.13333333333333333,0.125,0.9193722,0.9896516404310449,0.6857805,0.8515992,0.9781967466775574,0.63474905,2.2753987950747496,2.8509295914872648,2.254918606358066,2.864232269223661,0.9216258864418538,0.9088410048072518,0.9249800325936234,0.9038166132049341
"""Patient arrives, via hospital wheelchair, History obtained from patient, Patient appears, in distress due to pain, Patient cooperative, alert, Oriented to person, place and time.""",""" Complex assessment performed, Patient arrives, via stretcher, via Emergency Medical Services, Unsteady gait, Assistance to cart, History obtained from patient, Patient appears comfortable, Patient cooperative, alert, Oriented to person, place and time.""",2.5,0.5166533627560403,0.6701908200897145,0.9602893427989091,0.5146189811018012,0.5146189811018012,0.0,0.0,0.8,0.4074074074074074,0.39285714285714285,0.9745702,0.9957113642680091,0.9066112,0.9705188,0.9941212780275087,0.89893186,1.2711174275961026,1.6257618297888534,1.2622132962773944,1.6413388412741066,0.9539286558961704,0.9602016766734374,0.9667132422678982,0.9395264964560966
Celexa 40 mg tablet 1 tablet by mouth one time daily.,Miralax 17 gram/dose Powder 1 packet by mouth one time daily as needed.,0.5,0.08563646823861454,0.19088440942989654,0.9253051388970506,0.08392042233354546,0.11376790452929703,0.4444444444444444,0.5833333333333334,0.5,0.2,0.3333333333333333,0.87610537,0.973625386757515,0.6809596,0.79658467,0.9496612356029592,0.56870425,1.9816927981317212,1.9977416445790297,2.527807308910847,2.935922639748872,0.9325934748619835,0.9518448126215117,0.9521209328185026,0.9094318948142068
There is no lower extremity edema present bilaterally.,There is a 2+ radial pulse present in the upper extremities bilaterally.,1,0.14323268070913994,0.1719499714413353,0.9045905651102419,0.12039622600610406,0.2742731732785342,0.2,0.3333333333333333,0.75,0.125,0.2,0.909535,0.9898540733184298,0.77297395,0.8483722,0.9826089348667365,0.6606271,1.8374627535512058,2.6520439353352683,2.2175942803087234,2.9923758467794417,0.9182704346159276,0.9431456648567069,0.934588370288293,0.8735942674572146
cephalexin [KEFLEX] 500 mg capsule 1 capsule by mouth four times a day.,Calcium 600 tablet 2 tablets by mouth one time daily.,1,0.060189683755712396,0.07274486454361034,0.9954585172190183,0.05328020602201741,0.03951784897247756,0.125,0.2727272727272727,1.0,0.1,0.058823529411764705,0.8699312,0.9779600557769703,0.6871571,0.80401593,0.959450831016152,0.62865233,2.2167338651708075,2.5371167401726993,2.4736479208332907,3.0488229003452623,0.9177270104638139,0.9221643959355733,0.9217514347670137,0.8580443379373031
The patient will meet individually with the group provider nearing completion of LEARN and prior to bariatric surgery., The patient may shower two weeks after the surgery with the use of the provided cloth sling.,0,0.0,0.0,0.8610349337387572,0.11822599248892673,0.10952200591801255,0.14285714285714285,0.18181818181818182,0.5,0.125,0.1111111111111111,0.9052966,0.9795933129793476,0.70594156,0.80790246,0.9763663799573477,0.580569,2.292253790510672,2.807689613989629,2.3586929602684026,2.844321626970268,0.8713876332472398,0.8841884406894893,0.8706416336879003,0.8998131469593805
Patient has not been the victim of other typed of abuse.,Information collected has not been verified by the patient.,0,0.0,0.0,0.6745129727627523,0.020526542853475698,0.020526542853475698,0.0,0.0,0.75,0.14285714285714285,0.14285714285714285,0.8756748,0.9935443439474512,0.72309124,0.79270446,0.9857050915696499,0.64385766,2.5715504316310884,2.8822636211299892,2.5715504316310884,2.8822636211299892,0.8423896178576414,0.7971843052573595,0.8346390719292915,0.7391812884761749
""" Learns best by: verbal instructions as procedure is being performed, reading, seeing, listening.""",""" Learns best by: verbal instruction while procedure is performed, reading, seeing, listening.""",5,1.0000000000000002,1.0000000000000002,0.952475229053005,0.8747152339855202,0.8916984257311467,0.0,0.0,0.8333333333333334,0.7777777777777778,0.8,0.99014026,0.9989011496093307,0.95265174,0.9920548,0.9995931688867132,0.95660126,0.20694015653098566,0.3239629173079897,0.2328079089052677,0.36445864643013476,0.9740095944541893,0.9639860966404348,0.9770840534346481,0.9786569163645076
"""When visiting a restaurant, the patient typically does add salt to the meal.""",A letter has been sent for the patient to call and schedule.,0,0.0,0.0,0.6789018329151078,0.013735345410453476,0.012516313565952064,1.0,1.0,0.4,0.1111111111111111,0.1,0.86274284,0.984675004047407,0.48529965,0.71472967,0.9585805048729754,0.37728894,2.5788059799529726,3.0851967925291675,2.547643745722882,3.0215578710253226,0.8460983298534611,0.8479788386578706,0.8636352761589103,0.7531151507035301
No: fever each day for more than 72 hours; fever that has recurred after 24 hours without fever or temperature of 103?F ( 39.4?C) or greater (in an adult), No: fever each day for more than three days or fever that has recurred after 24 hours without fever,3.5,1.0,1.0,0.9638170014627935,0.800554058905242,0.721401635930593,0.0,0.0,1.0,0.4,0.3125,0.9765517,0.9922506686346432,0.9353991,0.9518783,0.9925285639176038,0.90923214,1.350117299734683,1.6870198009106026,1.4490891205100802,1.6883406229923639,0.9694982085378966,0.9728544298975965,0.9761411726232425,0.9603486355290598
The patient was fully attentive and interactive in group.,The patient was placed into Trendelenburg position with the right side tilted up.,0,0.0,0.0,0.7253439317725532,0.01720543544318776,0.015521399840653588,1.0,1.0,0.6,0.1,0.09090909090909091,0.79326993,0.9903919463211031,0.58453894,0.6704096,0.9793091236690888,0.45770687,2.74298349277694,2.797947114749643,2.7637602607997724,2.8761144382123525,0.8874302278162969,0.8435634349860989,0.8429058771992931,0.8253206559459275
No: new confusion or inability to stay alert and awake or currently feeling like you are going to collapse every time you stand or sit up,""" No: new confusion or inability to stay alert and awake; struggling to breathe even while inactive or resting; floppiness or fainting or active, uncontrolled bleeding""",2.75,0.4196063278302691,0.44810286031800606,0.7073215510232491,0.3083263434808451,0.2834900528350259,1.0,1.0,0.6666666666666666,0.2857142857142857,0.2608695652173913,0.94024056,0.9946622299383521,0.80538833,0.92074794,0.9963542946493856,0.7633352,1.6948903080731021,2.053847376309086,1.675224185289558,2.0575526200999246,0.9375262890971527,0.9354933235464632,0.9411321765255385,0.879542393582583
""" Consent form reviewed, dated, and signed by participant and consent cosigner, CMS, (SC).""",""" Consent form reviewed, dated, and signed by participant and consent cosigner, RMW, (SC).""",4.25,0.0,0.0,1.0,0.8574751781534216,0.8574751781534216,1.0,1.0,1.0,0.8,0.8,0.98663455,0.9992937628590907,0.9735714,0.9823187,0.9990104953162715,0.9725544,0.35437240394646075,0.4452935304623256,0.35437240394646075,0.4452935304623256,0.9835035934167049,0.9855660897328224,0.9862358838668166,0.9841353008141421
No: fever each day for more than three days; fever that has recurred after 24 hours without fever or temperature of 103 F ( 39.4 C) or more,""" No: fever each day for more than three days; fever that has recurred after 24 hours without fever; temperature higher than 104 F or 40 C or recurrent, unexplained fevers over several weeks""",3.25,1.0,1.0,0.9654741315374867,0.768313992431874,0.6555496138106638,0.4,0.42857142857142855,1.0,0.6153846153846154,0.5,0.9923389,0.9969330926474457,0.9688708,0.9832841,0.9964453353413216,0.9516252,0.7480994542907233,0.9814616286378299,0.8013175606939902,1.097401568999208,0.9711145437044557,0.9787980814677085,0.9774697399121456,0.9503966995472981
duloxetine [CYMBALTA] 30 mg capsule enteric coated 1 capsule by mouth two times a day.,Pravachol 40 mg tablet 1 tablet by mouth one time daily.,2.5,0.07973088117867325,0.12456543929195371,0.7610282545044214,0.09092987535976013,0.07268427815552356,1.0,1.0,0.4,0.09090909090909091,0.11764705882352941,0.8905703,0.9914778631487913,0.73345757,0.8693577,0.9773368218941146,0.7018738,2.3552235987853036,2.7130917554512735,2.551630862123149,3.2422154115696995,0.9478127471134223,0.9379780882493877,0.9395057001886105,0.9157188201361839
azithromycin [ZITHROMAX Z-PAK] 250 mg tablet by mouth as directed by prescriber.,mg tablet 1 tablet by mouth as directed by prescriber.,1,0.3631753807799307,0.5166022140202667,0.6537749878783496,0.5163164433139108,0.47456155231617403,0.4,0.42857142857142855,0.75,0.5,0.4,0.9259542,0.9842952541991702,0.85208386,0.89389867,0.9816114992843928,0.8395191,1.7570381603862049,2.1567072067573263,1.7570381603862049,2.301181633052349,0.9246647674859811,0.9278628779091938,0.9087759574319116,0.8647232858295105
""" Procedural pause conducted prior to each stage of procedure to verify: correct patient identity, procedure to be performed and as applicable, correct side and site, special equipment or special requirements.""",""" Procedural pause conducted to verify: correct patient identity, procedure to be performed and as applicable, correct side and site, correct patient position, and special equipment or special requirements.""",3.7,0.7377008741955075,0.8584061443632218,1.0000000000000002,0.8943480351665731,0.8943480351665731,1.0,1.0,1.0,0.8235294117647058,0.8235294117647058,0.9930079,0.9992690041129964,0.9727971,0.9897165,0.9990093341611266,0.9721097,0.39682584146018574,0.49955303761959513,0.39682584146018574,0.49955303761959513,0.984472331418418,0.9856857502576961,0.9859382045970687,0.9788327813533083
""" Discussed the risks, benefits, alternatives, and the necessity of other members of the healthcare team, both male and female, participating in the procedure.""",""" Discussed risks, goals, and alternatives to sedated bone marrow aspiration and biopsy, advance directives, and the necessity of other members of the healthcare team participating in the procedure with the patient.""",3,0.20943342691118322,0.19626500244060496,0.9001992132326471,0.4437418792241997,0.4437418792241997,0.16666666666666666,0.2,1.0,0.42857142857142855,0.42857142857142855,0.96186763,0.9970378259064488,0.80286956,0.9245525,0.9959877262261179,0.7609495,1.5520001071137104,1.8784553193941793,1.5520001071137104,1.8784553193941793,0.9200077527471664,0.9442721763457846,0.9586778323495128,0.889647483254661
We recommend that the patient remain abstinent from all mood-altering drugs including alcohol for the time period as specified:, We recommend that the patient remain abstinent from all mood-altering drugs including alcohol for the time period as specified: Duration of program and indefinitely.,4.7,0.7919255004598102,0.8537753135101986,0.9869086661974533,0.9256282486870735,0.8757643825294902,0.5,0.7142857142857143,1.0,0.8571428571428571,0.8,0.99449253,0.9988764731763946,0.9768695,0.9919006,0.9987271995409235,0.9782417,0.5759862348246516,0.7004780715497829,0.41200754115623467,0.49945900434731,0.9915717078751952,0.9910053794813639,0.9916785544418629,0.9892088157127571
Explained diagnosis and treatment plan; patient/parents expressed understanding of the content.,""" I explained the diagnosis and treatment plan in detail, and the patient clearly expressed understanding of the content reviewed.""",4.25,1.0,1.0000000000000002,0.9624122821301435,0.7719166395474575,0.6517365769939696,0.6666666666666666,0.6666666666666666,0.5,0.7272727272727273,0.6666666666666666,0.9577002,0.9960927346368823,0.8865848,0.9624746,0.9968256717406125,0.92695445,0.8087593056322097,0.9429738342595605,0.6368415536571674,0.7336390066381285,0.9732118552783926,0.9743929422766093,0.9803299504050319,0.9667624098228846
